role,cancer_id,cancer_normalized,gene_hugo_id,gene_entrez_id,gene_normalized,citation_count
Oncogene,DOID:0080525,differentiated thyroid gland carcinoma,HGNC:2514,1499,CTNNB1,1
Oncogene,DOID:0060058,lymphoma,HGNC:2514,1499,CTNNB1,1
Oncogene,DOID:0050902,medulloblastoma,HGNC:2514,1499,CTNNB1,1
Oncogene,DOID:0050861,colorectal adenocarcinoma,HGNC:2514,1499,CTNNB1,1
Driver,DOID:687,hepatoblastoma,HGNC:2514,1499,CTNNB1,1
Driver,DOID:684,hepatocellular carcinoma,HGNC:2514,1499,CTNNB1,1
Driver,DOID:3571,liver cancer,HGNC:2514,1499,CTNNB1,1
Driver,DOID:3350,mesenchymal cell neoplasm,HGNC:2514,1499,CTNNB1,1
Driver,DOID:234,colon adenocarcinoma,HGNC:2514,1499,CTNNB1,1
Driver,DOID:1909,melanoma,HGNC:2514,1499,CTNNB1,1
Driver,DOID:1612,breast cancer,HGNC:2514,1499,CTNNB1,1
Tumor_Suppressor,DOID:3068,glioblastoma,HGNC:16913,56998,CTNNBIP1,1
Driver,DOID:2394,ovarian cancer,HGNC:16913,56998,CTNNBIP1,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:15879,56259,CTNNBL1,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:15879,56259,CTNNBL1,1
Tumor_Suppressor,DOID:5520,head and neck squamous cell carcinoma,HGNC:2515,1500,CTNND1,1
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:2515,1500,CTNND1,1
Tumor_Suppressor,DOID:219,colon cancer,HGNC:2515,1500,CTNND1,1
Tumor_Suppressor,DOID:10155,intestinal cancer,HGNC:2515,1500,CTNND1,1
Oncogene,DOID:219,colon cancer,HGNC:2515,1500,CTNND1,1
Tumor_Suppressor,DOID:2154,nephroblastoma,HGNC:16850,9646,CTR9,2
Oncogene,DOID:1612,breast cancer,HGNC:2527,1508,CTSB,1
Oncogene,DOID:0050902,medulloblastoma,HGNC:2527,1508,CTSB,1
Driver,DOID:1612,breast cancer,HGNC:2527,1508,CTSB,1
Driver,DOID:10283,prostate cancer,HGNC:2527,1508,CTSB,1
Oncogene,DOID:1612,breast cancer,HGNC:2529,1509,CTSD,1
Oncogene,DOID:3275,thymoma,HGNC:2535,1512,CTSH,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2537,1514,CTSL,1
Oncogene,DOID:2394,ovarian cancer,HGNC:2537,1514,CTSL,1
Driver,DOID:1612,breast cancer,HGNC:2537,1514,CTSL,1
Driver,DOID:1612,breast cancer,HGNC:2538,1515,CTSV,1
Oncogene,DOID:684,hepatocellular carcinoma,HGNC:2547,1522,CTSZ,1
Oncogene,DOID:3748,esophagus squamous cell carcinoma,HGNC:3338,2017,CTTN,2
Oncogene,DOID:2596,larynx cancer,HGNC:3338,2017,CTTN,1
Tumor_Suppressor,DOID:687,hepatoblastoma,HGNC:50507,100996492,CTXND1,3
Tumor_Suppressor,DOID:3910,lung adenocarcinoma,HGNC:28352,79004,CUEDC2,1
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:28352,79004,CUEDC2,1
Oncogene,DOID:4362,cervical cancer,HGNC:2552,8453,CUL2,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2553,8452,CUL3,2
Driver,DOID:1324,lung cancer,HGNC:2553,8452,CUL3,1
Oncogene,DOID:1790,malignant mesothelioma,HGNC:2554,8451,CUL4A,4
Oncogene,DOID:1612,breast cancer,HGNC:2554,8451,CUL4A,3
Oncogene,DOID:9256,colorectal cancer,HGNC:2554,8451,CUL4A,2
Oncogene,DOID:2394,ovarian cancer,HGNC:2554,8451,CUL4A,2
Oncogene,DOID:10283,prostate cancer,HGNC:2554,8451,CUL4A,2
Oncogene,DOID:9538,multiple myeloma,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:7474,malignant pleural mesothelioma,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:5093,thoracic cancer,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:1324,lung cancer,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:0080199,colorectal carcinoma,HGNC:2554,8451,CUL4A,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:2555,8450,CUL4B,1
Oncogene,DOID:3347,osteosarcoma,HGNC:2555,8450,CUL4B,1
Oncogene,DOID:3070,malignant glioma,HGNC:2555,8450,CUL4B,1
Oncogene,DOID:219,colon cancer,HGNC:2555,8450,CUL4B,1
Oncogene,DOID:10534,stomach cancer,HGNC:2555,8450,CUL4B,1
Driver,DOID:3068,glioblastoma,HGNC:2555,8450,CUL4B,1
Tumor_Suppressor,DOID:4450,renal cell carcinoma,HGNC:2556,8065,CUL5,1
Oncogene,DOID:3070,malignant glioma,HGNC:21024,9820,CUL7,1
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:2557,1523,CUX1,2
Driver,DOID:1793,pancreatic cancer,HGNC:2557,1523,CUX1,1
Driver,DOID:0070004,myeloid neoplasm,HGNC:2557,1523,CUX1,1
Oncogene,DOID:3969,thyroid gland papillary carcinoma,HGNC:19347,23316,CUX2,1
Oncogene,DOID:11054,urinary bladder cancer,HGNC:10664,10283,CWC27,1
Driver,DOID:1040,chronic lymphocytic leukemia,HGNC:10647,6376,CX3CL1,1
Driver,DOID:1040,chronic lymphocytic leukemia,HGNC:2558,1524,CX3CR1,1
Oncogene,DOID:3070,malignant glioma,HGNC:4602,2919,CXCL1,1
Oncogene,DOID:3068,glioblastoma,HGNC:4602,2919,CXCL1,1
Oncogene,DOID:219,colon cancer,HGNC:4602,2919,CXCL1,1
Oncogene,DOID:1909,melanoma,HGNC:4602,2919,CXCL1,1
Oncogene,DOID:10283,prostate cancer,HGNC:4602,2919,CXCL1,1
Driver,DOID:1324,lung cancer,HGNC:4602,2919,CXCL1,1
Driver,DOID:10534,stomach cancer,HGNC:4602,2919,CXCL1,1
Driver,DOID:962,neurofibroma,HGNC:10637,3627,CXCL10,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:10638,6373,CXCL11,1
Oncogene,DOID:9256,colorectal cancer,HGNC:10638,6373,CXCL11,1
Oncogene,DOID:10283,prostate cancer,HGNC:10638,6373,CXCL11,1
Driver,DOID:1612,breast cancer,HGNC:10672,6387,CXCL12,3
Oncogene,DOID:1781,thyroid gland cancer,HGNC:10672,6387,CXCL12,1
Oncogene,DOID:1612,breast cancer,HGNC:10672,6387,CXCL12,1
Driver,DOID:3070,malignant glioma,HGNC:10672,6387,CXCL12,1
Driver,DOID:2394,ovarian cancer,HGNC:10672,6387,CXCL12,1
Driver,DOID:1240,leukemia,HGNC:10672,6387,CXCL12,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10639,10563,CXCL13,1
Tumor_Suppressor,DOID:5520,head and neck squamous cell carcinoma,HGNC:10640,9547,CXCL14,2
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:10640,9547,CXCL14,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:10640,9547,CXCL14,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:10640,9547,CXCL14,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16642,58191,CXCL16,1
Driver,DOID:3070,malignant glioma,HGNC:16642,58191,CXCL16,1
Driver,DOID:3068,glioblastoma,HGNC:16642,58191,CXCL16,1
Oncogene,DOID:1612,breast cancer,HGNC:19232,284340,CXCL17,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:4603,2920,CXCL2,1
Oncogene,DOID:684,hepatocellular carcinoma,HGNC:4603,2920,CXCL2,1
Oncogene,DOID:219,colon cancer,HGNC:4603,2920,CXCL2,1
Oncogene,DOID:1612,breast cancer,HGNC:4603,2920,CXCL2,1
Oncogene,DOID:10283,prostate cancer,HGNC:4604,2921,CXCL3,1
Tumor_Suppressor,DOID:219,colon cancer,HGNC:10642,6374,CXCL5,1
Oncogene,DOID:4905,pancreatic carcinoma,HGNC:10642,6374,CXCL5,1
Oncogene,DOID:3347,osteosarcoma,HGNC:10642,6374,CXCL5,1
Oncogene,DOID:2394,ovarian cancer,HGNC:10642,6374,CXCL5,1
Driver,DOID:1909,melanoma,HGNC:10642,6374,CXCL5,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:10643,6372,CXCL6,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:6025,3576,CXCL8,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:4905,pancreatic carcinoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:4362,cervical cancer,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:3347,osteosarcoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:3070,malignant glioma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:3068,glioblastoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:1909,melanoma,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:1612,breast cancer,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:1324,lung cancer,HGNC:6025,3576,CXCL8,1
Driver,DOID:9119,acute myeloid leukemia,HGNC:6025,3576,CXCL8,1
Driver,DOID:684,hepatocellular carcinoma,HGNC:6025,3576,CXCL8,1
Driver,DOID:1909,melanoma,HGNC:6025,3576,CXCL8,1
Driver,DOID:1240,leukemia,HGNC:6025,3576,CXCL8,1
Driver,DOID:10283,prostate cancer,HGNC:6025,3576,CXCL8,1
Driver,DOID:0070004,myeloid neoplasm,HGNC:6025,3576,CXCL8,1
Oncogene,DOID:5603,T-cell acute lymphoblastic leukemia,HGNC:6026,3577,CXCR1,1
Oncogene,DOID:3347,osteosarcoma,HGNC:6026,3577,CXCR1,1
Oncogene,DOID:0060318,acute promyelocytic leukemia,HGNC:6026,3577,CXCR1,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:6027,3579,CXCR2,1
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:6027,3579,CXCR2,1
Oncogene,DOID:2394,ovarian cancer,HGNC:6027,3579,CXCR2,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:6027,3579,CXCR2,1
Driver,DOID:1612,breast cancer,HGNC:6027,3579,CXCR2,1
Driver,DOID:962,neurofibroma,HGNC:4540,2833,CXCR3,1
Driver,DOID:1909,melanoma,HGNC:4540,2833,CXCR3,1
Oncogene,DOID:4450,renal cell carcinoma,HGNC:2561,7852,CXCR4,3
Oncogene,DOID:3908,lung non-small cell carcinoma,HGNC:2561,7852,CXCR4,3
Driver,DOID:1612,breast cancer,HGNC:2561,7852,CXCR4,3
Oncogene,DOID:3068,glioblastoma,HGNC:2561,7852,CXCR4,2
Driver,DOID:9119,acute myeloid leukemia,HGNC:2561,7852,CXCR4,2
Tumor_Suppressor,DOID:9261,nasopharynx carcinoma,HGNC:2561,7852,CXCR4,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2561,7852,CXCR4,1
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:2561,7852,CXCR4,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:5520,head and neck squamous cell carcinoma,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:3969,thyroid gland papillary carcinoma,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:3748,esophagus squamous cell carcinoma,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:1909,melanoma,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:1612,breast cancer,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:1324,lung cancer,HGNC:2561,7852,CXCR4,1
Driver,DOID:3371,chondrosarcoma,HGNC:2561,7852,CXCR4,1
Driver,DOID:3369,Ewing sarcoma,HGNC:2561,7852,CXCR4,1
Driver,DOID:1040,chronic lymphocytic leukemia,HGNC:2561,7852,CXCR4,1
Driver,DOID:0060058,lymphoma,HGNC:2561,7852,CXCR4,1
Driver,DOID:0050902,medulloblastoma,HGNC:2561,7852,CXCR4,1
Driver,DOID:0050747,lymphoplasmacytic lymphoma,HGNC:2561,7852,CXCR4,1
Oncogene,DOID:10534,stomach cancer,HGNC:24343,30827,CXXC1,1
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:24593,80319,CXXC4,3
Oncogene,DOID:9256,colorectal cancer,HGNC:24593,80319,CXXC4,1
Oncogene,DOID:10534,stomach cancer,HGNC:24593,80319,CXXC4,1
Driver,DOID:9119,acute myeloid leukemia,HGNC:24593,80319,CXXC4,1
Tumor_Suppressor,DOID:9119,acute myeloid leukemia,HGNC:26943,51523,CXXC5,1
Tumor_Suppressor,DOID:2531,hematologic cancer,HGNC:26943,51523,CXXC5,1
Tumor_Suppressor,DOID:4362,cervical cancer,HGNC:28471,124936,CYB5D2,1
Tumor_Suppressor,DOID:9261,nasopharynx carcinoma,HGNC:24376,51700,CYB5R2,1
Oncogene,DOID:5520,head and neck squamous cell carcinoma,HGNC:2578,1536,CYBB,1
Oncogene,DOID:1993,rectum cancer,HGNC:2578,1536,CYBB,1
Oncogene,DOID:1612,breast cancer,HGNC:2578,1536,CYBB,1
Oncogene,DOID:1240,leukemia,HGNC:2578,1536,CYBB,1
Driver,DOID:9119,acute myeloid leukemia,HGNC:2578,1536,CYBB,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:16505,114757,CYGB,2
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:16505,114757,CYGB,2
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:16505,114757,CYGB,2
Oncogene,DOID:1612,breast cancer,HGNC:16505,114757,CYGB,2
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:16505,114757,CYGB,1
Tumor_Suppressor,DOID:5520,head and neck squamous cell carcinoma,HGNC:16505,114757,CYGB,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:16505,114757,CYGB,1
Tumor_Suppressor,DOID:0080202,adenoid cystic carcinoma,HGNC:2584,1540,CYLD,9
Tumor_Suppressor,DOID:1909,melanoma,HGNC:2584,1540,CYLD,3
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2584,1540,CYLD,3
Tumor_Suppressor,DOID:219,colon cancer,HGNC:2584,1540,CYLD,2
Tumor_Suppressor,DOID:9952,acute lymphoblastic leukemia,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:707,B-cell lymphoma,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:4159,skin cancer,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:2513,basal cell carcinoma,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:1040,chronic lymphocytic leukemia,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:2584,1540,CYLD,1
Oncogene,DOID:263,kidney cancer,HGNC:2584,1540,CYLD,1
Oncogene,DOID:1612,breast cancer,HGNC:2584,1540,CYLD,1
Tumor_Suppressor,DOID:3459,breast carcinoma,HGNC:2594,1588,CYP19A1,1
Tumor_Suppressor,DOID:0080199,colorectal carcinoma,HGNC:2594,1588,CYP19A1,1
Driver,DOID:3571,liver cancer,HGNC:2594,1588,CYP19A1,1
Oncogene,DOID:10283,prostate cancer,HGNC:2595,1543,CYP1A1,1
Driver,DOID:1612,breast cancer,HGNC:2597,1545,CYP1B1,1
Oncogene,DOID:1612,breast cancer,HGNC:2602,1591,CYP24A1,4
Oncogene,DOID:3910,lung adenocarcinoma,HGNC:2602,1591,CYP24A1,1
Oncogene,DOID:1612,breast cancer,HGNC:2603,1592,CYP26A1,2
Oncogene,DOID:3459,breast carcinoma,HGNC:2603,1592,CYP26A1,1
Oncogene,DOID:2394,ovarian cancer,HGNC:2603,1592,CYP26A1,1
Tumor_Suppressor,DOID:3907,lung squamous cell carcinoma,HGNC:2634,1573,CYP2J2,1
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:2638,1577,CYP3A5,1
Tumor_Suppressor,DOID:3571,liver cancer,HGNC:2638,1577,CYP3A5,1
Tumor_Suppressor,DOID:3068,glioblastoma,HGNC:2641,10858,CYP46A1,1
Oncogene,DOID:1040,chronic lymphocytic leukemia,HGNC:23198,285440,CYP4V2,1
Oncogene,DOID:6039,uveal melanoma,HGNC:18274,57105,CYSLTR2,2
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2661,1600,DAB1,1
Tumor_Suppressor,DOID:4001,ovarian carcinoma,HGNC:2662,1601,DAB2,4
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:2662,1601,DAB2,4
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2662,1601,DAB2,2
Tumor_Suppressor,DOID:5517,stomach carcinoma,HGNC:2662,1601,DAB2,1
Tumor_Suppressor,DOID:3905,lung carcinoma,HGNC:2662,1601,DAB2,1
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:2662,1601,DAB2,1
Tumor_Suppressor,DOID:1793,pancreatic cancer,HGNC:2662,1601,DAB2,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2662,1601,DAB2,1
Oncogene,DOID:4001,ovarian carcinoma,HGNC:2662,1601,DAB2,1
Oncogene,DOID:1324,lung cancer,HGNC:2662,1601,DAB2,1
Oncogene,DOID:10283,prostate cancer,HGNC:2662,1601,DAB2,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:17294,153090,DAB2IP,8
Tumor_Suppressor,DOID:0050902,medulloblastoma,HGNC:17294,153090,DAB2IP,2
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:17294,153090,DAB2IP,1
Tumor_Suppressor,DOID:3347,osteosarcoma,HGNC:17294,153090,DAB2IP,1
Tumor_Suppressor,DOID:3119,gastrointestinal system cancer,HGNC:17294,153090,DAB2IP,1
Tumor_Suppressor,DOID:263,kidney cancer,HGNC:17294,153090,DAB2IP,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:17294,153090,DAB2IP,1
Oncogene,DOID:10283,prostate cancer,HGNC:17294,153090,DAB2IP,1
Driver,DOID:10283,prostate cancer,HGNC:17294,153090,DAB2IP,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2663,1602,DACH1,4
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2663,1602,DACH1,3
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:2663,1602,DACH1,2
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:2663,1602,DACH1,2
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:3910,lung adenocarcinoma,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:3908,lung non-small cell carcinoma,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:263,kidney cancer,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:1909,melanoma,HGNC:2663,1602,DACH1,1
Oncogene,DOID:9256,colorectal cancer,HGNC:2663,1602,DACH1,1
Oncogene,DOID:5409,lung small cell carcinoma,HGNC:2663,1602,DACH1,1
Oncogene,DOID:1612,breast cancer,HGNC:2663,1602,DACH1,1
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:17748,51339,DACT1,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:17748,51339,DACT1,1
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:17748,51339,DACT1,1
Oncogene,DOID:219,colon cancer,HGNC:17748,51339,DACT1,1
Tumor_Suppressor,DOID:219,colon cancer,HGNC:21231,168002,DACT2,2
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:21231,168002,DACT2,2
Tumor_Suppressor,DOID:9261,nasopharynx carcinoma,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:5041,esophageal cancer,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:1781,thyroid gland cancer,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:21231,168002,DACT2,1
Driver,DOID:5041,esophageal cancer,HGNC:21231,168002,DACT2,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:1165,747,DAGLA,1
Oncogene,DOID:1240,leukemia,HGNC:2671,1610,DAO,1
Oncogene,DOID:3275,thymoma,HGNC:21191,267012,DAOA,1
Tumor_Suppressor,DOID:1040,chronic lymphocytic leukemia,HGNC:2674,1612,DAPK1,4
Oncogene,DOID:9256,colorectal cancer,HGNC:2674,1612,DAPK1,3
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:1324,lung cancer,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:1240,leukemia,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:11934,head and neck cancer,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:2674,1612,DAPK1,1
Oncogene,DOID:10534,stomach cancer,HGNC:2674,1612,DAPK1,1
Tumor_Suppressor,DOID:8567,Hodgkin's lymphoma,HGNC:2675,23604,DAPK2,2
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:2676,1613,DAPK3,1
Oncogene,DOID:2394,ovarian cancer,HGNC:2678,1615,DARS1,5
Oncogene,DOID:0070004,myeloid neoplasm,HGNC:2678,1615,DARS1,1
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:2681,1616,DAXX,1
Oncogene,DOID:2394,ovarian cancer,HGNC:2681,1616,DAXX,1
Tumor_Suppressor,DOID:3748,esophagus squamous cell carcinoma,HGNC:2683,26528,DAZAP1,1
Oncogene,DOID:3748,esophagus squamous cell carcinoma,HGNC:2683,26528,DAZAP1,1
Oncogene,DOID:0080638,B-cell acute lymphoblastic leukemia,HGNC:2683,26528,DAZAP1,1
Oncogene,DOID:684,hepatocellular carcinoma,HGNC:2689,1621,DBH,1
Oncogene,DOID:3347,osteosarcoma,HGNC:2689,1621,DBH,1
Oncogene,DOID:1240,leukemia,HGNC:2689,1621,DBH,1
Driver,DOID:3068,glioblastoma,HGNC:2690,1622,DBI,1
Oncogene,DOID:1612,breast cancer,HGNC:2695,1627,DBN1,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:30002,55827,DCAF6,1
Oncogene,DOID:1324,lung cancer,HGNC:21479,285761,DCBLD1,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2701,1630,DCC,7
Tumor_Suppressor,DOID:219,colon cancer,HGNC:2701,1630,DCC,4
Tumor_Suppressor,DOID:707,B-cell lymphoma,HGNC:2701,1630,DCC,2
Tumor_Suppressor,DOID:10534,stomach cancer,HGNC:2701,1630,DCC,2
Tumor_Suppressor,DOID:769,neuroblastoma,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:5557,testicular germ cell cancer,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:5525,anal squamous cell carcinoma,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:3565,meningioma,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:3078,grade III astrocytoma,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:1380,endometrial cancer,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:11054,urinary bladder cancer,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:10286,prostate carcinoma,HGNC:2701,1630,DCC,1
Tumor_Suppressor,DOID:0080199,colorectal carcinoma,HGNC:2701,1630,DCC,1
Oncogene,DOID:1612,breast cancer,HGNC:14669,117159,DCD,4
Tumor_Suppressor,DOID:684,hepatocellular carcinoma,HGNC:18141,51473,DCDC2,1
Driver,DOID:3620,central nervous system cancer,HGNC:18141,51473,DCDC2,1
Oncogene,DOID:3907,lung squamous cell carcinoma,HGNC:2700,9201,DCLK1,1
Oncogene,DOID:1793,pancreatic cancer,HGNC:2700,9201,DCLK1,1
Oncogene,DOID:1612,breast cancer,HGNC:2700,9201,DCLK1,1
Oncogene,DOID:0050934,ovarian clear cell carcinoma,HGNC:2700,9201,DCLK1,1
Driver,DOID:1799,islet cell tumor,HGNC:2700,9201,DCLK1,1
Oncogene,DOID:9256,colorectal cancer,HGNC:19005,85443,DCLK3,1
Oncogene,DOID:707,B-cell lymphoma,HGNC:17642,64421,DCLRE1C,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:3571,liver cancer,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:3459,breast carcinoma,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:219,colon cancer,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:1612,breast cancer,HGNC:2705,1634,DCN,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:2705,1634,DCN,1
Oncogene,DOID:3347,osteosarcoma,HGNC:2705,1634,DCN,1
Oncogene,DOID:1324,lung cancer,HGNC:2705,1634,DCN,1
Oncogene,DOID:10283,prostate cancer,HGNC:2705,1634,DCN,1
Oncogene,DOID:1909,melanoma,HGNC:18714,55802,DCP1A,1
Oncogene,DOID:3070,malignant glioma,HGNC:2709,1638,DCT,1
Oncogene,DOID:3498,pancreatic ductal adenocarcinoma,HGNC:2711,1639,DCTN1,1
Oncogene,DOID:1749,squamous cell carcinoma,HGNC:18184,54165,DCUN1D1,3
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:18184,54165,DCUN1D1,1
Oncogene,DOID:1324,lung cancer,HGNC:18184,54165,DCUN1D1,1
Tumor_Suppressor,DOID:3070,malignant glioma,HGNC:2714,1641,DCX,2
Oncogene,DOID:8552,chronic myeloid leukemia,HGNC:2714,1641,DCX,1
Oncogene,DOID:10534,stomach cancer,HGNC:2715,23576,DDAH1,1
Tumor_Suppressor,DOID:9256,colorectal cancer,HGNC:2718,1643,DDB2,1
Tumor_Suppressor,DOID:2394,ovarian cancer,HGNC:2718,1643,DDB2,1
Tumor_Suppressor,DOID:10283,prostate cancer,HGNC:2718,1643,DDB2,1
Oncogene,DOID:1612,breast cancer,HGNC:2718,1643,DDB2,1
Oncogene,DOID:1612,breast cancer,HGNC:29106,23259,DDHD2,2
Oncogene,DOID:684,hepatocellular carcinoma,HGNC:26351,220042,DDIAS,1
Oncogene,DOID:3382,liposarcoma,HGNC:2726,1649,DDIT3,3
Oncogene,DOID:5363,myxoid liposarcoma,HGNC:2726,1649,DDIT3,2
Oncogene,DOID:1793,pancreatic cancer,HGNC:2726,1649,DDIT3,1
